day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
15,10.0,2022.0,31.0,30.2,16.6,0.0,21.2,54.5,20.6,0.0,47.1,0.0,not fire,Rajasthan
15,10.0,2022.0,15.4,53.3,7.8,0.0,23.3,53.9,17.8,0.0,46.2,0.0,not fire,Jammu and Kashmir
15,10.0,2022.0,26.9,47.4,10.0,0.0,22.1,54.2,19.9,0.0,46.7,0.0,not fire,Kerala
15,10.0,2022.0,31.5,40.3,6.1,0.0,22.9,54.3,20.7,0.0,47.0,0.0,not fire,Tamil Nadu
22,10.0,2022.0,22.0,53.9,7.9,0.0,22.8,54.0,19.0,0.0,46.5,0.0,not fire,Uttarakhand
22,10.0,2022.0,22.3,51.6,2.6,0.0,24.2,54.0,19.1,0.0,46.5,0.0,not fire,Himachal Pradesh
22,10.0,2022.0,31.9,46.3,17.6,0.0,20.3,54.2,20.8,0.0,46.9,0.0,not fire,Madhya Pradesh
22,10.0,2022.0,29.5,53.9,8.8,0.0,22.1,54.1,20.4,0.0,46.8,0.0,not fire,Maharashtra
22,10.0,2022.0,30.8,59.6,5.6,0.0,22.8,54.0,20.6,0.0,46.7,0.0,not fire,Karnataka
22,10.0,2022.0,32.4,66.9,5.9,0.72,101.0,53.9,20.9,1.4,46.7,3.3,not fire,Odisha
22,10.0,2022.0,29.8,41.3,6.0,0.0,23.0,54.3,20.4,0.0,46.9,0.0,not fire,Rajasthan
22,10.0,2022.0,17.5,72.1,3.7,0.0,24.6,53.6,18.2,0.0,46.0,0.0,not fire,Jammu and Kashmir
22,10.0,2022.0,27.2,73.4,3.1,4.7,101.0,53.7,21.5,1.2,46.6,2.8,not fire,Kerala
22,10.0,2022.0,30.5,50.9,14.7,0.0,20.9,54.2,20.5,0.0,46.8,0.0,not fire,Tamil Nadu
29,10.0,2022.0,23.5,61.0,3.6,1.87,101.0,53.9,19.3,1.2,46.4,2.9,not fire,Uttarakhand
29,10.0,2022.0,18.2,55.3,5.3,0.0,23.7,53.9,18.3,0.0,46.3,0.0,not fire,Himachal Pradesh
29,10.0,2022.0,29.6,67.7,11.1,0.0,22.0,53.9,20.4,0.0,46.6,0.0,not fire,Madhya Pradesh
29,10.0,2022.0,29.0,38.3,5.5,0.0,23.3,54.3,20.3,0.0,46.9,0.0,not fire,Maharashtra
29,10.0,2022.0,29.1,51.7,8.6,2.57,101.0,54.1,20.3,1.6,46.8,3.9,not fire,Karnataka
29,10.0,2022.0,32.2,64.6,7.5,0.0,22.3,54.0,20.8,0.0,46.7,0.0,not fire,Odisha
29,10.0,2022.0,33.3,54.4,8.2,0.0,21.9,54.1,21.1,0.0,46.9,0.0,not fire,Rajasthan
29,10.0,2022.0,11.2,35.1,5.1,0.91,101.0,54.1,17.1,1.3,46.3,3.1,not fire,Jammu and Kashmir
29,10.0,2022.0,31.0,55.0,10.0,0.0,21.7,54.1,20.6,0.0,46.8,0.0,not fire,Kerala
29,10.0,2022.0,28.3,72.2,6.9,0.0,23.1,53.8,20.2,0.0,46.4,0.0,not fire,Tamil Nadu
1,11.0,2022.0,28.1,58.8,11.4,0.0,21.8,54.0,20.1,0.0,46.6,0.0,not fire,Uttarakhand
1,11.0,2022.0,18.5,53.1,8.9,0.0,22.9,53.9,18.4,0.0,46.3,0.0,not fire,Himachal Pradesh
1,11.0,2022.0,29.9,53.7,7.0,0.03,22.5,54.1,20.4,0.0,46.8,0.0,not fire,Madhya Pradesh
1,11.0,2022.0,30.4,46.1,2.1,1.89,101.0,54.2,20.5,1.1,46.9,2.6,not fire,Maharashtra
1,11.0,2022.0,33.0,73.2,9.3,0.59,101.0,53.8,21.0,1.6,46.6,4.1,not fire,Karnataka
1,11.0,2022.0,29.5,55.8,6.8,1.65,101.0,54.1,20.4,1.4,46.7,3.5,not fire,Odisha
1,11.0,2022.0,31.5,37.9,10.4,1.22,101.0,54.4,20.7,1.7,47.0,4.3,not fire,Rajasthan
1,11.0,2022.0,17.0,59.4,2.7,0.0,24.5,53.8,18.1,0.0,46.2,0.0,not fire,Jammu and Kashmir
1,11.0,2022.0,30.2,85.7,11.6,1.07,101.0,53.5,20.5,1.8,46.2,4.5,not fire,Kerala
1,11.0,2022.0,33.1,50.9,5.4,0.0,22.7,54.2,21.0,0.0,46.9,0.0,not fire,Tamil Nadu
8,11.0,2022.0,26.2,54.0,8.3,2.32,101.0,54.0,19.8,1.5,46.6,3.8,not fire,Uttarakhand
8,11.0,2022.0,19.9,65.8,11.5,2.27,101.0,53.8,18.6,1.8,46.2,4.5,not fire,Himachal Pradesh
8,11.0,2022.0,25.8,49.2,9.0,0.16,22.3,54.1,19.7,0.0,46.7,0.0,not fire,Madhya Pradesh
8,11.0,2022.0,31.8,50.7,13.7,0.0,21.0,54.2,20.8,0.0,46.9,0.0,not fire,Maharashtra
8,11.0,2022.0,29.8,56.8,4.0,0.0,23.3,54.0,20.4,0.0,46.7,0.0,not fire,Karnataka
8,11.0,2022.0,30.7,52.6,2.1,0.0,23.9,54.1,20.6,0.0,46.8,0.0,not fire,Odisha
8,11.0,2022.0,32.1,44.0,8.2,1.15,101.0,54.3,20.8,1.5,47.0,3.8,not fire,Rajasthan
8,11.0,2022.0,20.6,45.9,0.0,0.0,26.3,54.1,18.8,0.0,46.5,0.0,not fire,Jammu and Kashmir
8,11.0,2022.0,31.2,67.9,9.4,1.16,101.0,53.9,20.7,1.6,46.6,4.1,not fire,Kerala
8,11.0,2022.0,30.3,71.4,11.5,1.42,101.0,53.8,20.5,1.8,46.5,4.6,not fire,Tamil Nadu
15,11.0,2022.0,24.7,60.9,12.3,4.75,101.0,53.9,21.1,1.9,46.7,4.8,not fire,Uttarakhand
15,11.0,2022.0,20.9,60.3,9.3,0.0,22.7,53.9,18.8,0.0,46.3,0.0,not fire,Himachal Pradesh
15,11.0,2022.0,25.7,52.6,8.1,0.0,22.5,54.1,19.7,0.0,46.6,0.0,not fire,Madhya Pradesh
15,11.0,2022.0,30.3,52.4,11.8,0.0,21.4,54.1,20.5,0.0,46.8,0.0,not fire,Maharashtra
15,11.0,2022.0,24.9,59.3,5.1,1.26,101.0,53.9,19.5,1.3,46.5,3.2,not fire,Karnataka
15,11.0,2022.0,30.8,45.7,10.7,0.0,21.7,54.2,20.6,0.0,46.9,0.0,not fire,Odisha
15,11.0,2022.0,32.4,42.7,4.6,0.47,23.2,54.3,20.9,0.0,47.0,0.0,not fire,Rajasthan
15,11.0,2022.0,20.2,56.3,9.7,0.7,101.0,53.9,18.7,1.7,46.4,4.1,not fire,Jammu and Kashmir
15,11.0,2022.0,28.6,55.8,3.0,0.0,23.6,54.0,20.2,0.0,46.7,0.0,not fire,Kerala
15,11.0,2022.0,32.5,58.7,2.4,2.65,101.0,54.1,20.9,1.1,46.8,2.7,not fire,Tamil Nadu
22,11.0,2022.0,24.8,62.6,9.8,3.64,101.0,53.9,20.6,1.7,46.6,4.2,not fire,Uttarakhand
22,11.0,2022.0,21.0,52.9,10.9,2.16,101.0,54.0,18.8,1.8,46.4,4.4,not fire,Himachal Pradesh
22,11.0,2022.0,26.9,64.1,6.8,0.0,22.9,53.9,19.9,0.0,46.5,0.0,not fire,Madhya Pradesh
22,11.0,2022.0,30.6,33.2,13.3,0.0,21.7,54.4,20.6,0.0,47.1,0.0,not fire,Maharashtra
22,11.0,2022.0,26.7,54.4,8.9,0.0,22.3,54.0,19.9,0.0,46.6,0.0,not fire,Karnataka
22,11.0,2022.0,28.0,58.6,12.2,4.7,101.0,54.0,21.6,1.9,46.9,4.8,not fire,Odisha
22,11.0,2022.0,31.9,39.8,3.7,1.08,101.0,54.3,20.8,1.2,47.0,2.9,not fire,Rajasthan
22,11.0,2022.0,24.6,49.8,11.7,0.35,21.9,54.1,19.5,0.0,46.6,0.0,not fire,Jammu and Kashmir
22,11.0,2022.0,30.8,73.8,10.9,0.0,22.3,53.8,20.6,0.0,46.5,0.0,not fire,Kerala
22,11.0,2022.0,33.7,42.6,6.9,0.0,22.4,54.3,21.1,0.0,47.1,0.0,not fire,Tamil Nadu
29,11.0,2022.0,21.7,72.4,8.9,0.0,23.3,53.7,19.0,0.0,46.2,0.0,not fire,Uttarakhand
29,11.0,2022.0,20.3,56.4,3.8,0.0,23.9,53.9,18.7,0.0,46.4,0.0,not fire,Himachal Pradesh
29,11.0,2022.0,23.2,61.0,8.3,0.9,101.0,53.9,19.2,1.5,46.4,3.8,not fire,Madhya Pradesh
29,11.0,2022.0,33.8,44.8,10.7,2.85,101.0,54.3,21.8,1.7,47.1,4.4,not fire,Maharashtra
29,11.0,2022.0,27.8,59.5,7.3,4.38,101.0,54.0,21.5,1.5,46.8,3.6,not fire,Karnataka
29,11.0,2022.0,31.4,60.7,5.1,0.0,22.9,54.0,20.7,0.0,46.7,0.0,not fire,Odisha
29,11.0,2022.0,29.2,34.9,8.7,0.0,22.6,54.4,20.3,0.0,47.0,0.0,not fire,Rajasthan
29,11.0,2022.0,11.6,41.7,3.2,3.71,101.0,54.0,18.2,1.2,46.4,2.8,not fire,Jammu and Kashmir
29,11.0,2022.0,29.5,67.5,7.4,2.3,101.0,53.9,20.4,1.5,46.6,3.6,not fire,Kerala
29,11.0,2022.0,35.6,52.3,2.1,2.04,101.0,54.2,21.5,1.1,47.0,2.6,not fire,Tamil Nadu
1,12.0,2022.0,14.1,79.4,6.9,0.91,101.0,54.7,17.2,1.4,46.8,3.5,not fire,Uttarakhand
1,12.0,2022.0,2.3,79.2,6.2,0.82,101.0,54.5,15.1,1.4,46.3,3.4,not fire,Himachal Pradesh
1,12.0,2022.0,21.6,92.1,0.6,0.0,27.4,54.4,18.6,0.0,46.7,0.0,not fire,Madhya Pradesh
1,12.0,2022.0,19.6,70.8,11.1,0.0,23.0,54.9,18.2,0.0,47.1,0.0,not fire,Maharashtra
1,12.0,2022.0,20.9,74.0,3.1,0.58,101.0,54.9,18.5,1.2,47.2,2.8,not fire,Karnataka
1,12.0,2022.0,23.7,72.3,6.9,0.0,23.4,55.0,19.0,0.0,47.3,0.0,not fire,Odisha
1,12.0,2022.0,27.1,35.6,3.1,0.0,24.4,55.5,19.6,0.0,47.9,0.0,not fire,Rajasthan
1,12.0,2022.0,3.7,77.3,7.8,0.0,25.3,54.6,15.4,0.0,46.4,0.0,not fire,Jammu and Kashmir
1,12.0,2022.0,22.9,84.0,4.3,0.0,25.1,54.7,18.8,0.0,47.0,0.0,not fire,Kerala
1,12.0,2022.0,19.4,60.0,12.7,0.0,22.3,55.1,18.2,0.0,47.3,0.0,not fire,Tamil Nadu
8,12.0,2022.0,15.6,74.5,10.4,0.0,23.7,54.8,17.5,0.0,46.9,0.0,not fire,Uttarakhand
8,12.0,2022.0,13.3,79.9,7.8,2.79,101.0,54.7,17.1,1.5,46.8,3.7,not fire,Himachal Pradesh
8,12.0,2022.0,19.2,65.4,13.7,0.19,22.4,55.0,18.2,0.0,47.2,0.0,not fire,Madhya Pradesh
8,12.0,2022.0,17.5,67.3,10.0,0.0,23.2,54.9,17.9,0.0,47.1,0.0,not fire,Maharashtra
8,12.0,2022.0,20.3,75.7,9.4,2.45,101.0,54.8,18.4,1.6,47.1,4.1,not fire,Karnataka
8,12.0,2022.0,22.4,69.7,9.6,0.0,22.9,55.0,18.7,0.0,47.3,0.0,not fire,Odisha
8,12.0,2022.0,20.1,50.5,3.9,0.0,23.9,55.2,18.3,0.0,47.4,0.0,not fire,Rajasthan
8,12.0,2022.0,5.1,69.3,13.4,5.65,101.0,54.8,17.6,2.0,46.9,5.1,not fire,Jammu and Kashmir
8,12.0,2022.0,25.1,84.0,2.7,0.63,101.0,54.7,19.2,1.2,47.1,2.8,not fire,Kerala
8,12.0,2022.0,24.3,69.1,5.8,0.0,23.5,55.0,19.1,0.0,47.4,0.0,not fire,Tamil Nadu
15,12.0,2022.0,16.8,58.0,6.2,0.0,23.6,55.1,17.7,0.0,47.2,0.0,not fire,Uttarakhand
15,12.0,2022.0,11.5,75.3,11.1,0.0,24.1,54.7,16.8,0.0,46.8,0.0,not fire,Himachal Pradesh
15,12.0,2022.0,18.8,65.0,9.5,0.0,23.0,55.0,18.1,0.0,47.2,0.0,not fire,Madhya Pradesh
15,12.0,2022.0,19.0,73.8,15.2,0.0,22.8,54.9,18.1,0.0,47.1,0.0,not fire,Maharashtra
15,12.0,2022.0,13.9,63.8,9.5,2.13,101.0,55.0,17.2,1.6,47.0,4.1,not fire,Karnataka
15,12.0,2022.0,17.1,63.9,9.3,0.0,23.2,55.0,17.8,0.0,47.1,0.0,not fire,Odisha
15,12.0,2022.0,17.1,60.7,9.6,0.0,23.0,55.0,17.8,0.0,47.2,0.0,not fire,Rajasthan
15,12.0,2022.0,1.8,59.7,13.8,0.44,23.6,54.9,15.0,0.0,46.6,0.0,not fire,Jammu and Kashmir
15,12.0,2022.0,21.4,83.8,7.6,0.35,24.7,54.7,18.6,0.0,47.0,0.0,not fire,Kerala
15,12.0,2022.0,22.6,81.8,5.6,0.0,24.6,54.7,18.8,0.0,47.1,0.0,not fire,Tamil Nadu
22,12.0,2022.0,12.9,68.4,6.8,0.0,24.1,54.9,17.0,0.0,46.9,0.0,not fire,Uttarakhand
22,12.0,2022.0,6.4,56.0,11.1,0.0,23.5,55.0,15.9,0.0,46.8,0.0,not fire,Himachal Pradesh
22,12.0,2022.0,17.9,73.8,8.1,0.0,23.8,54.8,17.9,0.0,47.0,0.0,not fire,Madhya Pradesh
22,12.0,2022.0,26.0,70.0,6.9,0.01,23.2,55.0,19.4,0.0,47.4,0.0,not fire,Maharashtra
22,12.0,2022.0,17.8,55.3,12.6,0.0,22.3,55.1,17.9,0.0,47.3,0.0,not fire,Karnataka
22,12.0,2022.0,22.9,43.9,15.0,0.0,21.5,55.4,18.8,0.0,47.6,0.0,not fire,Odisha
22,12.0,2022.0,18.9,26.0,2.3,0.0,25.7,55.6,18.1,0.0,47.7,0.0,not fire,Rajasthan
22,12.0,2022.0,6.7,72.2,0.0,1.55,101.0,54.7,15.9,1.0,46.6,2.3,not fire,Jammu and Kashmir
22,12.0,2022.0,30.8,73.0,9.0,0.0,22.5,55.0,20.3,0.0,47.5,0.0,not fire,Kerala
22,12.0,2022.0,21.5,63.5,8.2,0.0,23.0,55.1,18.6,0.0,47.3,0.0,not fire,Tamil Nadu
29,12.0,2022.0,19.4,75.4,9.6,0.0,23.6,54.8,18.2,0.0,47.1,0.0,not fire,Uttarakhand
29,12.0,2022.0,6.1,95.0,9.7,0.0,28.6,54.0,15.8,0.0,46.0,0.0,not fire,Himachal Pradesh
29,12.0,2022.0,13.5,54.8,9.3,0.0,23.2,55.1,17.1,0.0,47.1,0.0,not fire,Madhya Pradesh
29,12.0,2022.0,19.6,56.6,10.1,0.16,22.6,55.1,18.2,0.0,47.3,0.0,not fire,Maharashtra
29,12.0,2022.0,22.3,64.4,8.5,0.0,22.9,55.1,18.7,0.0,47.3,0.0,not fire,Karnataka
29,12.0,2022.0,20.8,62.6,1.6,0.0,24.7,55.1,18.4,0.0,47.3,0.0,not fire,Odisha
29,12.0,2022.0,19.0,40.4,0.0,0.0,26.4,55.3,18.1,0.0,47.5,0.0,not fire,Rajasthan
29,12.0,2022.0,8.7,74.2,8.1,2.24,101.0,54.7,16.3,1.5,46.7,3.8,not fire,Jammu and Kashmir
29,12.0,2022.0,17.7,100.0,6.9,0.0,30.0,53.8,17.9,0.0,46.1,0.0,not fire,Kerala
29,12.0,2022.0,21.6,54.5,14.7,1.44,101.0,55.2,18.6,2.1,47.4,5.4,not fire,Tamil Nadu
1,1.0,2023.0,10.8,64.3,10.1,0.0,23.5,54.9,16.6,0.0,46.9,0.0,not fire,Uttarakhand
1,1.0,2023.0,9.0,68.7,9.3,0.0,24.0,54.8,16.3,0.0,46.8,0.0,not fire,Himachal Pradesh
1,1.0,2023.0,13.8,59.5,9.0,0.0,23.3,55.0,17.2,0.0,47.1,0.0,not fire,Madhya Pradesh
1,1.0,2023.0,26.4,68.5,4.1,0.02,23.7,55.0,19.5,0.0,47.4,0.0,not fire,Maharashtra
1,1.0,2023.0,21.1,62.9,5.9,0.0,23.5,55.1,18.5,0.0,47.3,0.0,not fire,Karnataka
1,1.0,2023.0,21.4,68.1,7.1,1.57,101.0,55.0,18.6,1.5,47.3,3.6,not fire,Odisha
1,1.0,2023.0,23.7,42.1,5.4,1.82,101.0,55.4,19.0,1.3,47.7,3.3,not fire,Rajasthan
1,1.0,2023.0,8.6,51.5,6.5,1.29,101.0,55.1,16.3,1.4,47.0,3.5,not fire,Jammu and Kashmir
1,1.0,2023.0,17.7,81.0,2.9,0.07,25.4,54.7,17.9,0.0,46.9,0.0,not fire,Kerala
1,1.0,2023.0,20.2,60.3,11.2,0.0,22.5,55.1,18.3,0.0,47.3,0.0,not fire,Tamil Nadu
8,1.0,2023.0,14.8,69.6,9.7,0.0,23.6,54.9,17.4,0.0,47.0,0.0,not fire,Uttarakhand
8,1.0,2023.0,9.1,57.1,8.7,0.0,23.7,55.0,16.3,0.0,46.9,0.0,not fire,Himachal Pradesh
8,1.0,2023.0,14.4,72.8,5.4,0.0,24.5,54.8,17.3,0.0,46.9,0.0,not fire,Madhya Pradesh
8,1.0,2023.0,15.5,71.2,7.5,0.0,23.9,54.9,17.5,0.0,47.0,0.0,not fire,Maharashtra
8,1.0,2023.0,17.6,75.6,1.6,0.0,25.3,54.8,17.9,0.0,47.0,0.0,not fire,Karnataka
8,1.0,2023.0,16.6,59.0,7.3,0.0,23.4,55.1,17.7,0.0,47.2,0.0,not fire,Odisha
8,1.0,2023.0,21.4,61.3,6.4,0.0,23.3,55.1,18.6,0.0,47.3,0.0,not fire,Rajasthan
8,1.0,2023.0,8.5,57.8,9.5,2.03,101.0,55.0,16.2,1.6,46.9,4.1,not fire,Jammu and Kashmir
8,1.0,2023.0,23.8,77.7,8.2,0.0,23.6,54.9,19.0,0.0,47.2,0.0,not fire,Kerala
8,1.0,2023.0,17.7,69.3,6.0,0.15,23.9,54.9,17.9,0.0,47.1,0.0,not fire,Tamil Nadu
15,1.0,2023.0,12.8,69.0,1.5,0.0,25.4,54.9,17.0,0.0,46.9,0.0,not fire,Uttarakhand
15,1.0,2023.0,13.5,50.0,10.8,0.0,22.9,55.1,17.1,0.0,47.2,0.0,not fire,Himachal Pradesh
15,1.0,2023.0,19.1,70.8,6.2,2.92,101.0,54.9,18.8,1.4,47.2,3.4,not fire,Madhya Pradesh
15,1.0,2023.0,19.7,63.7,7.5,0.0,23.3,55.0,18.3,0.0,47.2,0.0,not fire,Maharashtra
15,1.0,2023.0,17.9,74.4,6.5,0.28,24.1,54.8,17.9,0.0,47.0,0.0,not fire,Karnataka
15,1.0,2023.0,19.8,96.9,9.5,0.0,28.2,54.1,18.3,0.0,46.4,0.0,not fire,Odisha
15,1.0,2023.0,27.4,48.7,3.1,0.0,23.8,55.3,19.6,0.0,47.7,0.0,not fire,Rajasthan
15,1.0,2023.0,5.5,62.4,12.4,0.31,23.6,54.9,15.7,0.0,46.7,0.0,not fire,Jammu and Kashmir
15,1.0,2023.0,20.1,68.9,13.4,0.0,22.5,55.0,18.3,0.0,47.2,0.0,not fire,Kerala
15,1.0,2023.0,14.4,69.1,3.3,0.0,24.7,54.9,17.3,0.0,47.0,0.0,not fire,Tamil Nadu
22,1.0,2023.0,12.6,89.0,6.5,0.0,26.5,54.4,17.0,0.0,46.5,0.0,not fire,Uttarakhand
22,1.0,2023.0,9.5,78.0,7.0,0.0,25.0,54.7,16.4,0.0,46.6,0.0,not fire,Himachal Pradesh
22,1.0,2023.0,13.8,52.0,10.3,0.0,23.0,55.1,17.2,0.0,47.2,0.0,not fire,Madhya Pradesh
22,1.0,2023.0,23.9,39.4,1.4,0.0,25.0,55.4,19.0,0.0,47.7,0.0,not fire,Maharashtra
22,1.0,2023.0,22.0,69.7,6.9,0.0,23.4,55.0,18.7,0.0,47.3,0.0,not fire,Karnataka
22,1.0,2023.0,24.3,90.2,6.0,0.0,25.9,54.5,19.1,0.0,46.9,0.0,not fire,Odisha
22,1.0,2023.0,18.5,38.5,12.1,0.0,22.5,55.4,18.0,0.0,47.5,0.0,not fire,Rajasthan
22,1.0,2023.0,8.7,50.3,0.0,3.53,101.0,55.1,17.3,1.0,47.1,2.3,not fire,Jammu and Kashmir
22,1.0,2023.0,21.2,70.2,10.6,0.0,22.9,55.0,18.5,0.0,47.2,0.0,not fire,Kerala
22,1.0,2023.0,23.9,61.7,6.2,0.0,23.2,55.1,19.0,0.0,47.4,0.0,not fire,Tamil Nadu
29,1.0,2023.0,13.8,57.5,4.8,0.0,24.1,55.0,17.2,0.0,47.1,0.0,not fire,Uttarakhand
29,1.0,2023.0,5.1,74.2,0.0,3.9,101.0,54.7,16.8,1.0,46.7,2.3,not fire,Himachal Pradesh
29,1.0,2023.0,20.8,54.1,7.1,0.0,23.1,55.2,18.4,0.0,47.4,0.0,not fire,Madhya Pradesh
29,1.0,2023.0,20.7,38.7,7.4,0.74,101.0,55.4,18.4,1.5,47.6,3.7,not fire,Maharashtra
29,1.0,2023.0,20.4,69.4,10.8,0.06,22.9,55.0,18.4,0.0,47.2,0.0,not fire,Karnataka
29,1.0,2023.0,23.4,86.0,10.0,0.01,24.6,54.6,18.9,0.0,47.0,0.0,not fire,Odisha
29,1.0,2023.0,23.5,58.5,17.0,0.0,21.3,55.2,18.9,0.0,47.5,0.0,not fire,Rajasthan
29,1.0,2023.0,6.4,64.5,0.6,0.0,26.0,54.8,15.9,0.0,46.7,0.0,not fire,Jammu and Kashmir
29,1.0,2023.0,17.2,82.6,8.0,0.38,24.8,54.7,17.8,0.0,46.9,0.0,not fire,Kerala
29,1.0,2023.0,18.6,71.3,9.2,1.94,101.0,54.9,18.1,1.6,47.1,4.1,not fire,Tamil Nadu
1,2.0,2023.0,16.1,79.0,6.9,0.0,24.6,54.7,17.6,0.0,46.9,0.0,not fire,Uttarakhand
1,2.0,2023.0,17.9,64.0,2.4,0.0,24.6,55.0,17.9,0.0,47.2,0.0,not fire,Himachal Pradesh
1,2.0,2023.0,15.0,72.6,1.3,0.0,25.4,54.8,17.4,0.0,46.9,0.0,not fire,Madhya Pradesh
1,2.0,2023.0,18.8,65.1,11.6,0.0,22.7,55.0,18.1,0.0,47.2,0.0,not fire,Maharashtra
1,2.0,2023.0,16.6,90.8,1.7,0.0,27.2,54.4,17.7,0.0,46.6,0.0,not fire,Karnataka
1,2.0,2023.0,19.7,73.2,5.6,0.0,24.1,54.9,18.3,0.0,47.1,0.0,not fire,Odisha
1,2.0,2023.0,21.0,40.8,5.2,0.0,23.7,55.4,18.5,0.0,47.6,0.0,not fire,Rajasthan
1,2.0,2023.0,9.5,69.8,6.0,0.0,24.6,54.8,16.4,0.0,46.8,0.0,not fire,Jammu and Kashmir
1,2.0,2023.0,20.6,100.0,2.4,0.0,29.9,53.9,18.4,0.0,46.3,0.0,not fire,Kerala
1,2.0,2023.0,17.9,65.0,6.7,0.0,23.6,55.0,17.9,0.0,47.2,0.0,not fire,Tamil Nadu
8,2.0,2023.0,16.3,69.2,12.8,0.0,23.0,54.9,17.6,0.0,47.0,0.0,not fire,Uttarakhand
8,2.0,2023.0,11.0,84.8,8.2,0.0,25.6,54.5,16.7,0.0,46.6,0.0,not fire,Himachal Pradesh
8,2.0,2023.0,14.8,61.3,10.5,0.0,23.1,55.0,17.4,0.0,47.1,0.0,not fire,Madhya Pradesh
8,2.0,2023.0,24.0,67.4,8.9,0.33,22.8,55.0,19.0,0.0,47.4,0.0,not fire,Maharashtra
8,2.0,2023.0,18.2,44.5,8.3,0.0,23.1,55.3,18.0,0.0,47.4,0.0,not fire,Karnataka
8,2.0,2023.0,21.6,78.9,7.9,0.0,24.0,54.8,18.6,0.0,47.1,0.0,not fire,Odisha
8,2.0,2023.0,22.6,50.8,8.8,0.0,22.6,55.3,18.8,0.0,47.5,0.0,not fire,Rajasthan
8,2.0,2023.0,9.3,58.5,4.6,0.66,101.0,55.0,16.4,1.3,46.9,3.1,not fire,Jammu and Kashmir
8,2.0,2023.0,19.5,76.5,7.5,0.0,24.0,54.8,18.2,0.0,47.1,0.0,not fire,Kerala
8,2.0,2023.0,19.6,62.9,10.7,0.0,22.7,55.0,18.2,0.0,47.3,0.0,not fire,Tamil Nadu
15,2.0,2023.0,16.3,82.5,5.9,0.0,25.1,54.6,17.6,0.0,46.8,0.0,not fire,Uttarakhand
15,2.0,2023.0,10.0,70.1,8.8,3.28,101.0,54.8,17.4,1.6,46.9,4.0,not fire,Himachal Pradesh
15,2.0,2023.0,11.8,64.1,8.4,0.2,23.7,54.9,16.8,0.0,46.9,0.0,not fire,Madhya Pradesh
15,2.0,2023.0,14.0,68.5,11.8,0.0,23.3,54.9,17.2,0.0,47.0,0.0,not fire,Maharashtra
15,2.0,2023.0,18.2,53.8,9.9,0.0,22.7,55.2,18.0,0.0,47.3,0.0,not fire,Karnataka
15,2.0,2023.0,24.7,82.2,0.0,0.0,26.4,54.8,19.1,0.0,47.2,0.0,not fire,Odisha
15,2.0,2023.0,23.3,42.3,12.1,0.0,22.0,55.4,18.9,0.0,47.6,0.0,not fire,Rajasthan
15,2.0,2023.0,7.9,61.0,4.9,0.0,24.6,54.9,16.1,0.0,46.8,0.0,not fire,Jammu and Kashmir
15,2.0,2023.0,17.1,91.4,6.8,0.0,26.7,54.4,17.8,0.0,46.6,0.0,not fire,Kerala
15,2.0,2023.0,18.8,72.2,0.0,0.0,26.2,54.9,18.1,0.0,47.1,0.0,not fire,Tamil Nadu
22,2.0,2023.0,15.5,58.4,2.6,2.18,101.0,55.1,17.5,1.2,47.1,2.7,not fire,Uttarakhand
22,2.0,2023.0,8.4,83.4,5.7,0.0,25.9,54.5,16.2,0.0,46.5,0.0,not fire,Himachal Pradesh
22,2.0,2023.0,16.2,57.3,1.5,0.0,25.0,55.1,17.6,0.0,47.2,0.0,not fire,Madhya Pradesh
22,2.0,2023.0,16.3,64.1,9.9,0.0,23.1,55.0,17.6,0.0,47.1,0.0,not fire,Maharashtra
22,2.0,2023.0,22.8,61.2,9.8,0.0,22.5,55.1,18.8,0.0,47.4,0.0,not fire,Karnataka
22,2.0,2023.0,19.1,62.1,3.9,0.47,24.1,55.0,18.1,0.0,47.2,0.0,not fire,Odisha
22,2.0,2023.0,23.3,36.5,3.3,1.76,101.0,55.5,18.9,1.2,47.7,2.9,not fire,Rajasthan
22,2.0,2023.0,4.5,84.8,6.0,1.01,101.0,54.4,15.5,1.4,46.3,3.3,not fire,Jammu and Kashmir
22,2.0,2023.0,17.0,86.2,4.9,0.0,25.8,54.6,17.8,0.0,46.8,0.0,not fire,Kerala
22,2.0,2023.0,24.4,77.7,12.0,0.0,23.0,54.9,19.1,0.0,47.2,0.0,not fire,Tamil Nadu
29,2.0,2023.0,17.4,73.8,15.7,0.0,22.9,54.8,17.8,0.0,47.0,0.0,not fire,Uttarakhand
29,2.0,2023.0,7.8,62.8,7.3,0.76,101.0,54.9,16.1,1.5,46.8,3.6,not fire,Himachal Pradesh
29,2.0,2023.0,20.2,71.7,4.4,0.07,24.2,54.9,18.3,0.0,47.2,0.0,not fire,Madhya Pradesh
29,2.0,2023.0,22.6,57.3,0.6,0.81,101.0,55.2,18.8,1.1,47.4,2.4,not fire,Maharashtra
29,2.0,2023.0,27.4,89.3,9.0,0.0,25.0,54.6,19.6,0.0,47.1,0.0,not fire,Karnataka
29,2.0,2023.0,19.2,82.5,7.0,1.07,101.0,54.7,18.2,1.5,46.9,3.6,not fire,Odisha
29,2.0,2023.0,17.5,40.6,8.1,0.0,23.2,55.3,17.9,0.0,47.4,0.0,not fire,Rajasthan
29,2.0,2023.0,6.0,71.1,9.4,0.08,24.4,54.7,15.8,0.0,46.6,0.0,not fire,Jammu and Kashmir
